"LastModified","Created","SizeKB","RelativePath"
"2026-04-03 16:55","2026-04-03","10","Conscious Architect University\CMF Creative Pipeline Architect\Course_05_Python_Driven_Programmatic_Video\Modules\Module_03_Object_Oriented_Composition_MoviePy.md"
"2026-04-03 16:43","2026-04-03","12.6","Conscious Architect University\CMF Creative Pipeline Architect\Course_05_Python_Driven_Programmatic_Video\Modules\Module_02_The_Foundation_Terminal_Physics_FFmpeg.md"
"2026-04-03 16:40","2026-04-03","9.9","Conscious Architect University\CMF Creative Pipeline Architect\Course_05_Python_Driven_Programmatic_Video\Modules\Module_02_Terminal_Physics_FFmpeg.md"
"2026-04-03 16:39","2026-04-03","10.3","Conscious Architect University\CMF Creative Pipeline Architect\Course_05_Python_Driven_Programmatic_Video\Modules\Module_01_The_Anti_NLE_Manifesto.md"
"2026-04-03 16:38","2026-04-03","11.7","Conscious Architect University\CMF Creative Pipeline Architect\Course_05_Python_Driven_Programmatic_Video\Modules\Module_00_The_CCP_CMF_Reality_Anchor.md"
"2026-04-03 16:34","2026-03-31","5.4","Conscious Architect University\cau_master_curriculum_registry.md"
"2026-04-03 16:34","2026-04-01","27.7","Conscious Architect University\CMF Creative Pipeline Architect\Course_05_Python_Driven_Programmatic_Video\Syllabus_Outline.md"
"2026-04-03 16:04","2026-04-03","12.3","Conscious Architect University\CMF Creative Pipeline Architect\Course_06_Spatial_Logic_Unreal_Engine_Orchestration\Modules\Module_02_Cartesian_Astrophysics.md"
"2026-04-03 16:02","2026-04-03","11.9","Conscious Architect University\CMF Creative Pipeline Architect\Course_06_Spatial_Logic_Unreal_Engine_Orchestration\Modules\Module_01_The_Illusion_of_the_Viewport.md"
"2026-04-03 16:00","2026-04-03","11.6","Conscious Architect University\CMF Creative Pipeline Architect\Course_06_Spatial_Logic_Unreal_Engine_Orchestration\Modules\Module_00_CCP_CMF_Reality_Anchor.md"
"2026-04-03 15:54","2026-04-03","11.9","Conscious Architect University\Gemini-CLI Operator\Course_10_Gemini_CLI_Operator_Certification\Modules\Module_16_The_Ultimate_Control_Packaging_Extensions.md"
"2026-04-03 15:53","2026-04-03","11.4","Conscious Architect University\Gemini-CLI Operator\Course_10_Gemini_CLI_Operator_Certification\Modules\Module_15_Steering_Interrupting_and_Context_Forcing.md"
"2026-04-03 15:52","2026-04-03","13.9","Conscious Architect University\Gemini-CLI Operator\Course_10_Gemini_CLI_Operator_Certification\Modules\Module_13_Executing_the_Sandbox_in_Reality.md"
"2026-04-03 15:48","2026-04-03","11.9","Conscious Architect University\Gemini-CLI Operator\Course_10_Gemini_CLI_Operator_Certification\Modules\Module_14_Hooking_the_Pipeline_Events_Filters.md"
"2026-04-03 15:47","2026-04-03","13.1","Conscious Architect University\Gemini-CLI Operator\Course_10_Gemini_CLI_Operator_Certification\Modules\Module_12_Memory_Injection_Long_Term_State.md"
"2026-04-03 15:46","2026-04-03","14.8","Conscious Architect University\Gemini-CLI Operator\Course_10_Gemini_CLI_Operator_Certification\Modules\Module_11_Prompt_Templates_and_Code_Generation_Predictability.md"
"2026-04-03 14:42","2026-04-03","13.6","Conscious Architect University\Gemini-CLI Operator\Course_10_Gemini_CLI_Operator_Certification\Modules\Module_10_Headless_Operation_and_The_RPC_SDK_Layer.md"
"2026-04-03 14:39","2026-04-03","15.4","Conscious Architect University\Gemini-CLI Operator\Course_10_Gemini_CLI_Operator_Certification\Modules\Module_07_Checkpointing_Tree_History.md"
"2026-04-03 14:35","2026-04-03","10.4","Conscious Architect University\Gemini-CLI Operator\Course_10_Gemini_CLI_Operator_Certification\Modules\Module_08_Finite_Context_Limits_Entropy_Reduction.md"
"2026-04-03 14:34","2026-04-03","12.9","Conscious Architect University\Gemini-CLI Operator\Course_10_Gemini_CLI_Operator_Certification\Modules\Module_09_The_Physics_of_Routing_model_and_Fallback.md"
"2026-04-03 14:27","2026-04-03","13.4","Conscious Architect University\Gemini-CLI Operator\Course_10_Gemini_CLI_Operator_Certification\Modules\Module_06_Building_Primitives_Not_Features.md"
"2026-04-03 13:25","2026-04-03","13.4","Conscious Architect University\Gemini-CLI Operator\Course_10_Gemini_CLI_Operator_Certification\Modules\Module_04_Capabilities_and_Lazy_Context.md"
"2026-04-03 13:24","2026-04-03","12.8","Conscious Architect University\Gemini-CLI Operator\Course_10_Gemini_CLI_Operator_Certification\Modules\Module_05_Governing_Tool_Registries_Execution_Physics.md"
"2026-04-03 13:19","2026-04-03","12.4","Conscious Architect University\Gemini-CLI Operator\Course_10_Gemini_CLI_Operator_Certification\Modules\Module_03_Context_Engineering_Hierarchy.md"
"2026-04-03 13:18","2026-04-03","13.3","Conscious Architect University\Gemini-CLI Operator\Course_10_Gemini_CLI_Operator_Certification\Modules\Module_02_Governing_The_Extended_ReAct_Loop.md"
"2026-04-03 13:17","2026-04-03","10.6","Conscious Architect University\Gemini-CLI Operator\Course_10_Gemini_CLI_Operator_Certification\Modules\Module_01_Terminal_Native_Architecture.md"
"2026-04-03 13:11","2026-04-03","12","Conscious Architect University\Gemini-CLI Operator\Course_10_Gemini_CLI_Operator_Certification\Modules\Module_00_The_CCP_CMF_Reality_Anchor.md"
"2026-04-03 10:20","2026-04-03","13.7","Conscious Architect University\CMF Creative Pipeline Architect\Course_07_Physics_of_the_Visual_Engine\Modules\Module_16_Synthesizing_the_CMF_T2I_Generator.md"
"2026-04-03 10:17","2026-04-03","12.4","Conscious Architect University\CMF Creative Pipeline Architect\Course_07_Physics_of_the_Visual_Engine\Modules\Module_15_Memory_Constraints_VRAM_Pointers.md"
"2026-04-03 10:05","2026-04-03","15.2","Conscious Architect University\CMF Creative Pipeline Architect\Course_07_Physics_of_the_Visual_Engine\Modules\Module_12_The_Mathematics_of_Upscaling.md"
"2026-04-03 10:04","2026-04-03","12.3","Conscious Architect University\CMF Creative Pipeline Architect\Course_07_Physics_of_the_Visual_Engine\Modules\Module_14_Headless_API_Node_Triggering.md"
"2026-04-03 10:04","2026-04-03","13","Conscious Architect University\CMF Creative Pipeline Architect\Course_07_Physics_of_the_Visual_Engine\Modules\Module_13_The_VAE_Variational_Auto_Encoder.md"
"2026-04-03 09:59","2026-04-03","16.9","Conscious Architect University\CMF Creative Pipeline Architect\Course_07_Physics_of_the_Visual_Engine\Modules\Module_11_Latent_Compositing.md"
"2026-04-03 09:56","2026-04-03","14.1","Conscious Architect University\CMF Creative Pipeline Architect\Course_07_Physics_of_the_Visual_Engine\Modules\Module_10_IP-Adapter_Visual_Prompting.md"
"2026-04-03 09:51","2026-04-03","12.4","Conscious Architect University\CMF Creative Pipeline Architect\Course_07_Physics_of_the_Visual_Engine\Modules\Module_09_ControlNet_Imposing_Structural_Architecture.md"
"2026-04-03 09:50","2026-04-03","23.6","Conscious Architect University\CMF Creative Pipeline Architect\Course_07_Physics_of_the_Visual_Engine\Modules\Module_08_CFG_Scale.md"
"2026-04-02 21:43","2026-04-02","13.3","Conscious Architect University\CMF Creative Pipeline Architect\Course_07_Physics_of_the_Visual_Engine\Modules\Module_07_Schedulers_Pacing_the_Calculus.md"
"2026-04-02 21:41","2026-04-02","18.1","Conscious Architect University\CMF Creative Pipeline Architect\Course_07_Physics_of_the_Visual_Engine\Modules\Module_06_Samplers_Euler_DPM.md"
"2026-04-02 21:32","2026-04-02","15","Conscious Architect University\CMF Creative Pipeline Architect\Course_07_Physics_of_the_Visual_Engine\Modules\Module_00_The_CCP_CMF_Reality_Anchor.md"
"2026-04-02 21:30","2026-04-02","22.5","Conscious Architect University\CMF Creative Pipeline Architect\Course_07_Physics_of_the_Visual_Engine\Modules\Module_05_CLIP_and_Text_Encoders.md"
"2026-04-02 21:29","2026-04-02","16.5","Conscious Architect University\CMF Creative Pipeline Architect\Course_07_Physics_of_the_Visual_Engine\Modules\Module_03_The_Denoising_U-Net.md"
"2026-04-02 21:27","2026-04-02","17.6","Conscious Architect University\CMF Creative Pipeline Architect\Course_07_Physics_of_the_Visual_Engine\Modules\Module_04_ComfyUI_The_Node_Geometry.md"
"2026-04-02 21:00","2026-04-02","16.2","Conscious Architect University\CMF Creative Pipeline Architect\Course_07_Physics_of_the_Visual_Engine\Modules\Module_01_The_Pixel_Illusion.md"
"2026-04-02 20:57","2026-04-02","17.4","Conscious Architect University\CMF Creative Pipeline Architect\Course_07_Physics_of_the_Visual_Engine\Modules\Module_02_Thermodynamics_of_Diffusion_Forward_Noise.md"
"2026-04-02 20:45","2026-04-02","6.8","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Slide_Deck_Manifest.md"
"2026-04-02 20:45","2026-04-02","6.5","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Audio_Course_Manifest.md"
"2026-04-02 20:31","2026-04-02","17.5","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Modules\Module_15_Single_Point_of_Failure_Hunting.md"
"2026-04-02 20:24","2026-04-02","15.1","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Modules\Module_14_S3_Cost_Optimization_Glacier_Archiving.md"
"2026-04-02 20:19","2026-04-02","17.5","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Modules\Module_16_The_Deployment_Matrix.md"
"2026-04-02 19:42","2026-04-02","19.5","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Modules\Module_11_Auto_Scaling.md"
"2026-04-02 19:33","2026-04-02","16.9","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Modules\Module_13_Nvidia_NIM_and_GPU_Containerization.md"
"2026-04-02 18:21","2026-04-02","15.4","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Modules\Module_12_CloudWatch_Telemetry.md"
"2026-04-02 18:19","2026-04-02","12.9","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Modules\Module_09_Route_53_and_Application_Load_Balancers.md"
"2026-04-02 18:14","2026-04-02","15.3","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Modules\Module_10_The_Nervous_System.md"
"2026-04-02 18:10","2026-04-02","17.7","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Modules\Module_10_EventBridge_and_SQS.md"
"2026-04-02 18:08","2026-04-02","14.7","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Modules\Module_09_Traffic_Cops.md"
"2026-04-02 18:07","2026-04-02","17","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Modules\Module_07_Amazon_S3_The_Omnipresent_Warehouse.md"
"2026-04-02 18:06","2026-04-02","17.5","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Modules\Module_08_Structured_vs_Fluid_Memory.md"
"2026-04-02 18:04","2026-04-02","17.6","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Modules\Module_06_IAM_Identity_The_Keys_to_the_Kingdom.md"
"2026-04-02 17:59","2026-04-02","20.1","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Modules\Module_05_Security_Groups_vs_NACLs_The_Sieve_and_The_Shield.md"
"2026-04-02 17:56","2026-04-02","15.4","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Modules\Module_04_Spot_Instances_and_Ami_Clones.md"
"2026-04-02 17:55","2026-04-02","17.8","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Modules\Module_03_EC2_and_The_Nvidia_GPU_Forge.md"
"2026-04-02 17:55","2026-04-02","13.4","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Modules\Module_01_The_Myth_of_the_Ethereal_Cloud.md"
"2026-04-02 17:53","2026-04-02","14.4","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Modules\Module_02_Virtual_Private_Clouds_The_Sovereign_Wall.md"
"2026-04-02 17:50","2026-04-02","14.2","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Modules\Module_00_The_CCP_CMF_Reality_Anchor.md"
"2026-04-02 17:37","2026-04-02","16.3","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Modules\Module_16_Building_The_Master_Load_Balancer.md"
"2026-04-02 17:37","2026-04-02","12.1","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Modules\Module_08_VPC_Peering_and_Subnet_Routing_Firewalls.md"
"2026-04-02 17:33","2026-04-02","7","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Audio_Course_Manifest.md"
"2026-04-02 17:33","2026-04-02","7.1","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Slide_Deck_Manifest.md"
"2026-04-02 17:30","2026-04-02","14.1","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Modules\Module_15_Sandboxing_Agent_Execute_Privileges.md"
"2026-04-02 17:29","2026-04-02","14.3","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Modules\Module_14_Telemetry_and_CostOptimization_Dashboards.md"
"2026-04-02 17:20","2026-04-02","18.8","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Modules\Module_13_Latency_vs_Intelligence_Trade_Offs_Model_Routing.md"
"2026-04-02 17:18","2026-04-02","11.9","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Modules\Module_12_CI_CD_Pipelines_for_Agentic_Updates.md"
"2026-04-02 17:16","2026-04-02","13.6","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Modules\Module_11_Rate_Limiting_and_Execution_Jitter_for_Swarms.md"
"2026-04-02 03:43","2026-04-02","20.1","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Modules\Module_10_Structuring_Output_Determinism_for_Databases.md"
"2026-04-02 03:30","2026-04-02","14.9","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Modules\Module_09_Decoupling_LLM_Hot_Paths_Asynchronous_Design.md"
"2026-04-02 02:45","2026-04-02","12.4","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Modules\Module_06_The_Kill_Switch_Mechanism_Token_Buckets.md"
"2026-04-02 02:45","2026-04-02","13.9","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Modules\Module_07_Multi_Tenant_State_Isolation_via_Redis.md"
"2026-04-02 02:44","2026-04-02","13","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Modules\Module_05_Multi_Instance_GPU_Partitioning_Economics.md"
"2026-04-02 02:44","2026-04-02","11.7","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Modules\Module_04_Introduction_to_NVIDIA_NIM_Containers.md"
"2026-04-02 02:43","2026-04-02","12.9","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Modules\Module_03_AWS_EC2_Bare_Metal_Allocation.md"
"2026-04-02 02:43","2026-04-02","12.6","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Modules\Module_02_The_Hardware_Reality_VRAM_Bottlenecks.md"
"2026-04-02 02:36","2026-04-02","14.1","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Modules\Module_01_Single_User_Fragility_vs_Sovereign_Architecture.md"
"2026-04-02 02:35","2026-04-02","15","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Modules\Module_00_The_CCP_CMF_Reality_Anchor.md"
"2026-04-02 02:13","2026-03-31","13.4","Conscious Architect University\conscious_module_instructor_skill.md"
"2026-04-02 02:06","2026-03-31","28.3","Conscious Architect University\AWS Cloud Practitioner\Course_01_Sovereign_Infrastructure_Defense\Syllabus_Outline.md"
"2026-04-02 02:05","2026-03-31","10.1","Conscious Architect University\conscious_syllabus_architect_skill.md"
"2026-04-02 01:49","2026-03-31","10.6","Conscious Architect University\conscious_teacher_programs_skill.md"
"2026-04-02 01:49","2026-04-01","16.7","Conscious Architect University\conscious_slide_deck_architect_skill.md"
"2026-04-02 01:49","2026-04-01","14.9","Conscious Architect University\conscious_audio_course_architect_skill.md"
"2026-04-02 01:26","2026-03-31","19.3","Conscious Architect University\CCP Hub Architect\Course_09_The_Tri_Platform_Hub_Architecture\Syllabus_Outline.md"
"2026-04-02 01:21","2026-04-01","19.6","Conscious Architect University\Behavioral Systems Architect\Course_11_Behavioral_Cybernetics\Syllabus_Outline.md"
"2026-04-01 01:30","2026-04-01","37.2","lab\Behavioural Change\Emotion-Adaptive Behavior Change Systems.md"
"2026-04-01 01:30","2026-04-01","41.9","lab\Behavioural Change\AI Feedback for Self-Efficacy.md"
"2026-04-01 01:28","2026-04-01","40.8","lab\Behavioural Change\Adaptive Difficulty in Digital Coaching.md"
"2026-04-01 01:28","2026-04-01","35.2","lab\Behavioural Change\AI Habit Formation_ Implementation Intentions.md"
"2026-04-01 01:28","2026-04-01","39.8","lab\Behavioural Change\Digital Accountability Group Research Plan.md"
"2026-04-01 01:28","2026-04-01","48.4","lab\Behavioural Change\Variable Reinforcement in Digital Engagement.md"
"2026-04-01 01:28","2026-04-01","46","lab\Behavioural Change\Identity Reinforcement in AI Coaching.md"
"2026-04-01 00:52","2026-04-01","26.7","Conscious Architect University\CMF Creative Pipeline Architect\Course_08_Neuro_Cinematic_Generation\Syllabus_Outline.md"
"2026-04-01 00:06","2026-04-01","26","Conscious Architect University\CMF Creative Pipeline Architect\Course_07_Physics_of_the_Visual_Engine\Syllabus_Outline.md"
"2026-04-01 00:05","2026-04-01","24.1","Conscious Architect University\CMF Creative Pipeline Architect\Course_06_Spatial_Logic_Unreal_Engine_Orchestration\Syllabus_Outline.md"
"2026-03-31 23:57","2026-03-31","24.6","Conscious Architect University\Agentic Harness Engineer\Course_04_Causal_Reasoning_Hypergraph_Memory\Syllabus_Outline.md"
"2026-03-31 22:54","2026-03-31","24","Conscious Architect University\AWS Cloud Practitioner\Course_02_Bare_Metal_Cloud_Services_Deployment\Syllabus_Outline.md"
"2026-03-31 22:45","2026-03-31","20.9","Conscious Architect University\Gemini-CLI Operator\Course_10_Gemini_CLI_Operator_Certification\Syllabus_Outline.md"
"2026-03-31 21:47","2026-03-31","121.4","Conscious Architect University\Gemini-CLI Operator\gemini_cli_docs_reference\03_mcp_servers.md"
"2026-03-31 21:47","2026-03-31","28.4","Conscious Architect University\Gemini-CLI Operator\gemini_cli_docs_reference\04_headless_mode.md"
"2026-03-31 21:47","2026-03-31","24.3","Conscious Architect University\Gemini-CLI Operator\gemini_cli_docs_reference\10_token_caching.md"
"2026-03-31 21:47","2026-03-31","53.5","Conscious Architect University\Gemini-CLI Operator\gemini_cli_docs_reference\02_subagents.md"
"2026-03-31 21:47","2026-03-31","46.8","Conscious Architect University\Gemini-CLI Operator\gemini_cli_docs_reference\01_sandboxing.md"
"2026-03-31 21:47","2026-03-31","30.3","Conscious Architect University\Gemini-CLI Operator\gemini_cli_docs_reference\05_checkpointing.md"
"2026-03-31 21:47","2026-03-31","50","Conscious Architect University\Gemini-CLI Operator\gemini_cli_docs_reference\13_memory_import_processor.md"
"2026-03-31 21:47","2026-03-31","55.8","Conscious Architect University\Gemini-CLI Operator\gemini_cli_docs_reference\07_policy_engine.md"
"2026-03-31 21:47","2026-03-31","29.6","Conscious Architect University\Gemini-CLI Operator\gemini_cli_docs_reference\09_model_routing.md"
"2026-03-31 21:47","2026-03-31","28.1","Conscious Architect University\Gemini-CLI Operator\gemini_cli_docs_reference\08_geminiignore.md"
"2026-03-31 21:47","2026-03-31","30.9","Conscious Architect University\Gemini-CLI Operator\gemini_cli_docs_reference\11_git_worktrees.md"
"2026-03-31 21:47","2026-03-31","60.7","Conscious Architect University\Gemini-CLI Operator\gemini_cli_docs_reference\06_hooks_reference.md"
"2026-03-31 21:47","2026-03-31","45.9","Conscious Architect University\Gemini-CLI Operator\gemini_cli_docs_reference\12_writing_extensions.md"
"2026-03-31 21:46","2026-03-31","36.5","Conscious Architect University\Gemini-CLI Operator\gemini_cli_docs_reference\00_gemini_cli_overview.md"
"2026-03-31 17:24","2026-03-31","213.5","AWS Certified Cloud Practitioner Slides v2.11.0.md"
"2026-03-31 17:24","2026-03-31","553.3","ultimate-aws-certified-cloud-practitioners.md"
"2026-03-31 17:24","2026-03-31","71.7","Natural-Language Agent Harnesses.md"
"2026-03-31 17:24","2026-03-31","52.9","lab\The Pulse of Motion.md"
"2026-03-31 17:23","2026-03-31","17.4","Agentic AI and the next intelligence explosion.md"
"2026-03-31 17:18","2026-03-31","21.7","lab\Behavioural Change\Systems of Behavioral Change_ Harnessing Your Proven Strengths.md"
"2026-03-31 12:42","2026-03-31","51.5","OpenClaw Full Tutorial for Beginners.md"
"2026-03-30 09:36","2026-03-30","0.3","CBCS\backend\.pytest_cache\README.md"
"2026-03-30 04:05","2026-03-30","29.8","docs\architecture\Final_Architecture_Stress_Test_Visual_Commercial_Layer.md"
"2026-03-30 03:55","2026-03-30","3.5","docs\architecture\Revision_Instructions_FR-COM-01_to_04.md"
"2026-03-30 03:55","2026-03-18","5.5","docs\architecture\spec updates\PROMPT_Spec_Revision.md"
"2026-03-30 03:55","2026-03-30","12.4","docs\architecture\FR-COM-03_Telegram_Code_Onboarding_Agent_Tech_Spec.md"
"2026-03-30 03:54","2026-03-30","11.9","docs\architecture\FR-COM-02_Global_Admin_Dashboard_Tech_Spec.md"
"2026-03-30 03:54","2026-03-18","8.8","docs\architecture\spec updates\PROMPT_Spec_Audit.md"
"2026-03-30 03:54","2026-03-30","2.5","docs\architecture\Audit_Report_FR-COM-01_to_04.md"
"2026-03-30 03:54","2026-03-30","14.1","docs\architecture\FR-COM-04_Program_Campaign_Manager_Tech_Spec.md"
"2026-03-30 03:48","2026-03-30","13.5","docs\architecture\FR-COM-01_AFFiNE_Billing_Credit_System_Tech_Spec.md"
"2026-03-30 03:44","2026-03-30","3.1","docs\architecture\Revision_Instructions_FR-VIS-14_to_17.md"
"2026-03-30 03:42","2026-03-30","20.5","docs\architecture\FR-VIS-14_ConsciousSmile_Expression_Adapter_Tech_Spec.md"
"2026-03-30 03:42","2026-03-30","17.4","docs\architecture\FR-VIS-17_Identity_LoRA_Training_Pipeline_Tech_Spec.md"
"2026-03-30 03:42","2026-03-30","15.8","docs\architecture\FR-VIS-16_First_Frame_Composer_Tech_Spec.md"
"2026-03-30 03:41","2026-03-30","2.8","docs\architecture\Audit_Report_FR-VIS-14_to_17.md"
"2026-03-30 03:24","2026-03-30","20.7","docs\architecture\FR-VIS-15_ConsciousPose_Body_Language_Library_Tech_Spec.md"
"2026-03-30 01:43","2026-03-30","34","docs\architecture\Infrastructure_AWS_NIM_Deployment_Spec.md"
"2026-03-30 01:32","2026-03-30","12.7","docs\other files\active lab archive\temporary lab\Infrastructure_AWS_NIM_Deployment_Spec.md"
"2026-03-30 01:23","2026-03-29","33.7","docs\prd\prd-update-visual-control-layer.md"
"2026-03-29 19:11","2026-03-30","11.4","docs\other files\active lab archive\first_frame_agent_architecture.md"
"2026-03-29 18:36","2026-03-30","17.4","docs\other files\active lab archive\visual_hooks_mcda_audit.md"
"2026-03-29 18:03","2026-03-30","23","docs\other files\active lab archive\conscious_pose_expansion_library.md"
"2026-03-29 17:26","2026-03-30","25","docs\other files\active lab archive\conscious_pose_production_library.md"
"2026-03-29 14:23","2026-03-30","27","docs\other files\active lab archive\conscious_smile_training_methodology.md"
"2026-03-29 13:58","2026-03-30","11.7","docs\other files\active lab archive\ccp_expression_adapter_architecture.md"
"2026-03-29 13:13","2026-03-30","11.1","docs\other files\active lab archive\expression_lora_mcda.md"
"2026-03-28 22:19","2026-03-28","31.6","Ultimate Guide to MetaHuman Creation & Facial Animation _ Unreal Engine 5 Tutorial.md"
"2026-03-28 20:56","2026-03-28","15.1","AI Render Image To Image Workflow _ iClone & CC Tutorial.md"
"2026-03-28 20:10","2026-03-28","105.7","[Webinar] Custom iClone to AI Image Workflow_ Set Up Flux 1 Dev on Cloud GPU.md"
"2026-03-28 15:32","2026-03-30","56.7","docs\other files\active lab archive\cmf_ai_physics_learning_guide.md"
"2026-03-27 18:41","2026-03-27","17.3","docs\lora_training_4c_mcda.md"
"2026-03-27 18:12","2026-03-27","44.3","lab\LoRa Activation Steering and Embegging papers\Image fine-tuning\LoRA Training for Animation Consistency.md"
"2026-03-27 18:11","2026-03-27","32.8","lab\LoRa Activation Steering and Embegging papers\Image fine-tuning\LoRA Training for Brand Avatar Identity.md"
"2026-03-27 18:10","2026-03-27","34.2","lab\LoRa Activation Steering and Embegging papers\Image fine-tuning\Neurocinematic LoRA for Visual Hooks.md"
"2026-03-27 18:10","2026-03-27","40.3","lab\LoRa Activation Steering and Embegging papers\Image fine-tuning\AI Lighting for Physiological Comfort.md"
"2026-03-27 18:10","2026-03-27","51.3","lab\LoRa Activation Steering and Embegging papers\Image fine-tuning\Chromatic Arc LoRA for Engagement.md"
"2026-03-27 18:10","2026-03-27","39.5","lab\LoRa Activation Steering and Embegging papers\Image fine-tuning\PAD-Driven Cinematic Color LoRA Training.md"
"2026-03-27 18:09","2026-03-27","55.5","lab\LoRa Activation Steering and Embegging papers\Image fine-tuning\Gaze Vector LoRA for Conversion-Centric Design.md"
"2026-03-27 17:57","2026-03-27","6.7","lab\motion\cac-analyst\SKILL.md"
"2026-03-27 17:57","2026-03-27","7.9","lab\motion\gmg-analyst\SKILL.md"
"2026-03-27 17:57","2026-03-27","16.5","lab\motion\gmg-composer\SKILL.md"
"2026-03-27 17:56","2026-03-27","24","lab\motion\gmg-expert-06\SKILL.md"
"2026-03-27 17:56","2026-03-27","20.3","lab\motion\gmg-expert-05\SKILL.md"
"2026-03-27 17:56","2026-03-27","19.6","lab\motion\gmg-expert-04\SKILL.md"
"2026-03-27 17:55","2026-03-27","23.1","lab\motion\gmg-expert-01\SKILL.md"
"2026-03-27 17:54","2026-03-27","34.5","lab\motion\cac-composer\SKILL.md"
"2026-03-27 17:53","2026-03-27","22.2","lab\motion\gmg-expert-03\SKILL.md"
"2026-03-27 17:52","2026-03-27","25.7","lab\motion\gmg-expert-02\SKILL.md"
"2026-03-27 16:42","2026-03-30","34.3","docs\other files\active lab archive\cmf_visual_skills_mcda_research_audit.md"
"2026-03-27 16:32","2026-03-30","27.9","docs\other files\active lab archive\lora_training_research_proposals.md"
"2026-03-27 14:45","2026-03-27","22.8","lab\LoRa Activation Steering and Embegging papers\Image fine-tuning\Qwen Image 2512 Full Tutorial _ ComfyUI & AI-Toolkit Lora Training.md"
"2026-03-27 14:23","2026-03-27","8","lab\LoRa Activation Steering and Embegging papers\Image fine-tuning\Best Face Swap in ComfyUI (2026)_ FLUX.2 Klein 9B + BFS LoRA (1).md"
"2026-03-27 14:21","2026-03-27","8","lab\LoRa Activation Steering and Embegging papers\Image fine-tuning\Best Face Swap in ComfyUI (2026)_ FLUX.2 Klein 9B + BFS LoRA.md"
